dni,nombre,apellidos,fechanacimiento,sexo,ciudadorigen
89626457,Julio César,Diaz Herrera,1962-07-11,M,Tacna
79424687,Pía,Galindo Morera,2021-03-28,F,Chiclayo
88435840,Calista,Otero Royo,1971-06-04,F,Arequipa
69360009,Celestina,Estévez Almagro,2018-11-12,F,Arequipa
02660013,Jesús,Robles Puig,2018-02-18,M,Trujillo
69590961,Gala,Cobos Mercader,1943-11-02,F,Cusco
67962124,Delia,Torrecilla Orozco,1937-09-22,F,Trujillo
63595350,Marino,Dominguez Franch,1975-01-02,M,Tacna
33117276,Borja,Carbonell Villalobos,1973-02-07,M,Huancayo
36162652,Perlita,Morell Carranza,1948-09-13,F,Iquitos
19792398,Chus,Río Cordero,1984-12-14,F,Cusco
07219501,Heriberto,Verdú Arribas,2018-10-07,M,Tacna
39771263,Eusebio,Ballesteros Rebollo,2002-06-18,M,Puno
27910037,Cecilio,Diego Alfaro,1970-03-28,M,Tacna
50020396,Adora,Mir Casas,1997-05-30,F,Cusco
50717354,Marcos,Carrasco Palomares,2015-01-31,M,Huancayo
28984895,Francisco Javier,Ayala Mateos,1994-06-17,M,Chiclayo
46840023,Samuel,Rivas Murillo,2023-09-20,M,Chiclayo
84474240,Kike,Navas Hierro,1963-07-01,M,Iquitos
34855178,Ildefonso,Villalobos Leiva,1964-04-28,M,Trujillo
34901965,Cándida,Múñiz Ortiz,2014-08-13,F,Lima
58703865,Jacinto,Alegre Herrero,1988-11-19,M,Trujillo
59294932,Quirino,Bertrán Miguel,1979-02-11,M,Chiclayo
83043195,Marco,Esteve Manjón,1998-01-30,M,Puno
34784104,Roque,Roura Castilla,1982-01-21,M,Lima
79363602,Jordi,Carrasco Torres,1971-11-24,M,Iquitos
15723238,Hugo,Pallarès Sobrino,1955-12-18,M,Tacna
06463856,Natalia,Juárez Leon,1954-04-12,F,Lima
32358720,Tania,Cervantes Cazorla,1984-10-02,F,Iquitos
10355978,Mateo,Gálvez Pizarro,1926-10-16,M,Trujillo
00272422,Carlota,Sala Roselló,2016-08-17,F,Cusco
02070768,Dolores,Prada Zabaleta,1970-08-20,F,Iquitos
20384475,Bibiana,Rovira Fabra,1934-06-24,F,Puno
85092270,Dorotea,Martin Amaya,1943-01-02,F,Trujillo
97128023,África,Osorio Robles,1960-06-25,F,Chiclayo
48645108,Ruperto,Marco Paredes,1947-02-08,M,Tacna
68333940,Gema,Moreno Marco,2018-04-24,F,Piura
40570442,Feliciana,Bueno Luz,1953-07-02,F,Piura
77219900,Amor,Asenjo Gimeno,2025-03-27,M,Trujillo
24719800,Nicolasa,Saavedra Catalán,1986-12-07,F,Lima
78305468,Samanta,Batalla Tomás,2023-11-07,F,Chiclayo
24066816,Jafet,Abella Mur,1958-11-27,M,Piura
68411979,Flor,Escudero Sáenz,2017-12-21,F,Arequipa
56797550,Paca,Uría Rocha,1990-08-19,F,Cusco
91018071,Juan José,Diéguez Higueras,1969-05-29,M,Chiclayo
47201737,Merche,Roldán Águila,1963-02-10,F,Arequipa
49195774,Azucena,Company Briones,1951-09-30,F,Iquitos
57388906,Gabriel,Clemente Maza,1938-06-30,M,Trujillo
83921057,Lucía,Gisbert Pujadas,1945-09-15,F,Trujillo
62603449,Luciano,Carlos Calatayud,2026-04-16,M,Tacna
03701382,Valentina,Marí Cabrera,1997-08-27,F,Puno
88286273,Eugenia,Cobos Carbonell,2021-06-12,F,Iquitos
38460490,Lola,Valle Jiménez,2022-09-05,F,Arequipa
75262558,Jose Carlos,Ropero Tello,1973-06-05,M,Chiclayo
23233169,Pascuala,Castejón Garzón,1957-11-27,F,Arequipa
95659951,Selena,Sobrino Belmonte,1935-08-07,F,Trujillo
47665502,José María,Román Casal,1951-10-16,M,Tacna
25336529,Gracia,Barral Bustos,1947-06-27,F,Huancayo
06315769,Ceferino,Collado Cobo,1975-07-19,M,Huancayo
38319585,Brígida,Torrijos Cisneros,1970-10-04,F,Lima
06891652,Jerónimo,Corbacho Ferrán,2021-06-21,M,Iquitos
33480903,Charo,Bosch Exposito,1968-01-17,F,Iquitos
52236076,Trini,Nevado Estevez,1975-03-29,F,Cusco
22762634,Clímaco,Tomás Alberola,1954-11-01,M,Chiclayo
52773174,Victoriano,Carrasco Fuertes,1958-09-11,M,Huancayo
44904066,Fausto,Molins Sainz,1931-08-13,M,Piura
68547243,Fabiana,Barroso Riba,1995-05-01,F,Cusco
34936866,Cecilia,Galván Albero,1944-08-24,F,Piura
26620557,Constanza,Benitez Landa,1985-12-06,F,Tacna
74377469,Ramón,Prada Perelló,1963-05-02,M,Lima
22563944,Salvador,Alcalá Bertrán,2024-08-14,M,Arequipa
95747434,Narcisa,Bello Pérez,1935-05-15,F,Iquitos
66993661,José,Zamora Yáñez,2022-05-30,F,Iquitos
22374745,Liliana,Garzón Barceló,1938-06-24,F,Cusco
83796647,Encarna,Molins Villalonga,1946-03-11,F,Cusco
38191084,Reina,Ramírez Aguilera,1954-03-15,F,Chiclayo
89089120,Antonio,Arias Duarte,1982-01-09,M,Chiclayo
11807649,Roque,Río Rodrigo,2011-07-29,M,Arequipa
13495770,Dolores,Cid Nuñez,1990-07-13,F,Piura
01963734,Chelo,Gallo Tomé,2002-08-31,F,Puno
86181186,Flor,Castro Solana,1943-01-14,F,Puno
24957555,Felicidad,Infante Valls,2023-09-23,F,Tacna
48842101,Jose,Cortés Gascón,1943-09-29,M,Trujillo
19904458,Nieves,Acevedo Juárez,2016-06-24,F,Arequipa
94269521,Leopoldo,Blázquez Coll,1925-09-11,M,Iquitos
69112047,Vidal,Carreras Cerdá,1984-04-15,M,Arequipa
18358788,Íñigo,Flores Robles,1933-11-29,M,Piura
92123608,César,Tovar Vigil,2006-05-31,M,Arequipa
94819749,Graciela,Busquets González,1959-03-30,F,Arequipa
76891452,Pablo,Campos Alberdi,1971-12-14,M,Puno
03331209,Miguela,Villalonga Miranda,2022-10-29,F,Huancayo
82402121,Emigdio,Romeu Navarro,1973-04-25,M,Chiclayo
02102795,Maximiliano,Ballester Sierra,1951-01-11,M,Cusco
08927678,Carolina,Perelló Urrutia,1996-10-30,F,Cusco
96229130,Marcos,Narváez Diéguez,1929-01-13,M,Huancayo
46635272,Rico,Guillen Villalonga,1934-05-24,M,Arequipa
47637453,Juan,Castro Río,2017-09-16,M,Puno
63662412,Azahar,Saez Cazorla,2008-11-10,F,Piura
77545710,Úrsula,Roig Ariza,2015-11-27,F,Iquitos
55179118,Faustino,Montoya Huertas,2002-09-24,M,Tacna
02971706,Virgilio,Arellano Sancho,1980-02-08,M,Trujillo
75505952,Purificación,Hernando Escudero,1951-06-11,F,Iquitos
08423726,Azeneth,Montoya Pacheco,1982-04-29,F,Puno
46347459,Guiomar,Garcés Zapata,1952-05-06,F,Huancayo
67250158,Arturo,Céspedes Carlos,2014-08-03,M,Chiclayo
22527741,Ximena,Roldán Barrio,1979-08-29,F,Chiclayo
48771003,Juana,Polo Cortina,1962-09-05,F,Trujillo
02280051,Jose Manuel,Alegria Fernandez,2022-02-02,M,Huancayo
99761209,Jennifer,Morcillo Ferrer,1929-11-17,F,Trujillo
10363169,Prudencia,Sarmiento Goicoechea,1938-10-14,F,Huancayo
00006469,Amparo,Castillo Martínez,1985-04-10,F,Tacna
06969465,Édgar,Bárcena Rodríguez,1994-03-17,M,Huancayo
55851797,Fidela,Manuel Salcedo,2013-07-22,F,Puno
38461198,Bárbara,Corbacho Nadal,1935-02-01,F,Cusco
37657073,Fulgencio,Tovar Alonso,1931-10-14,M,Huancayo
16065315,Leonel,Marquez Guillén,1981-05-03,M,Piura
00420722,Chus,Carranza Pi,2009-02-28,F,Chiclayo
61375390,Heraclio,Guerra Carrión,2024-01-14,M,Arequipa
88170577,Lisandro,Bosch Amigó,1955-02-20,M,Arequipa
25099057,Aitana,Molins Cobos,1942-01-12,F,Iquitos
25756651,Zaira,Osuna Blanch,2020-12-31,F,Cusco
68432944,Hilda,Cuenca Solsona,1979-10-09,F,Chiclayo
16275731,Feliciano,Casanova Soria,1959-04-05,M,Piura
21895668,Begoña,Pina Gil,1941-06-18,F,Tacna
71201493,Florentina,Tolosa Soria,1940-04-07,F,Lima
81294017,Diana,Cabo Saavedra,2002-08-15,F,Cusco
51586646,Duilio,Vall Acosta,1973-09-30,M,Piura
73842097,Victor Manuel,Cuevas Cuéllar,1974-01-25,M,Cusco
91505020,Cruz,Cortes Manjón,2020-02-26,F,Cusco
05950045,Patricio,Feliu Mena,2024-09-25,M,Chiclayo
36744909,Ricardo,Carballo Sastre,1962-10-12,M,Trujillo
87173290,Nerea,Castañeda Lasa,1970-09-20,F,Trujillo
80828066,Eli,Andrade Giralt,2006-07-13,F,Puno
77555742,Jose Carlos,Carnero Villegas,1995-04-24,M,Trujillo
47085571,Humberto,Márquez Larrea,1968-09-05,M,Piura
22428101,Federico,Espejo Carvajal,1951-08-19,M,Tacna
30534459,Brunilda,Roma Noguera,2010-06-30,F,Huancayo
37501155,Gilberto,Galan Carrasco,1949-11-20,M,Chiclayo
24717855,Gil,Iborra Cobos,1936-03-18,M,Chiclayo
50578875,Reinaldo,Fábregas Almeida,2020-10-07,M,Chiclayo
14176494,Tiburcio,Barba Berrocal,1953-08-31,M,Arequipa
94429340,Manuela,Zamora Garay,1999-07-22,F,Trujillo
41878799,Dora,Arias Cañas,1984-01-28,F,Huancayo
05596512,Olga,Peñalver Batlle,1999-02-01,F,Iquitos
43774929,Alma,Coloma Guerra,1987-01-26,F,Lima
78842744,Isabela,Aguilar Novoa,1966-12-18,F,Cusco
54202344,Emiliano,Carreras Olmo,1954-08-02,M,Puno
59860108,Leocadia,Abril Gibert,1967-08-22,F,Trujillo
06306623,Balduino,Ferrer Izaguirre,1993-12-22,M,Tacna
60732360,Germán,Llorens Sotelo,1986-11-10,M,Chiclayo
25561536,Fortunato,Casares Valle,1991-03-10,M,Cusco
54270333,León,Serrano Ortuño,1936-01-20,M,Trujillo
36340363,Cesar,Castells Rivero,2015-08-01,M,Chiclayo
89484223,Florentina,Robledo Bello,1936-12-16,F,Chiclayo
65350848,María Pilar,Balaguer Valentín,1943-07-04,F,Huancayo
99543832,Marino,Rovira Bárcena,1981-02-15,M,Arequipa
63007576,Rocío,Gilabert Montserrat,1967-01-20,F,Tacna
39158021,Benigno,Cuesta Acero,2025-04-01,M,Piura
26417573,Isidora,Cortes Escrivá,2009-01-31,F,Chiclayo
23310646,Eva María,Pelayo Vigil,2003-05-28,F,Trujillo
57747155,Isa,Grau Coronado,1970-03-13,F,Cusco
39903484,Ágata,Gras Yáñez,1948-08-09,F,Huancayo
49177977,Elba,Valcárcel Serrano,1957-12-29,F,Lima
53945795,Pili,Llobet Carballo,2016-05-02,F,Cusco
98919617,Jesús,Bru Montero,1968-09-23,M,Lima
46960335,Sosimo,Chico Mata,1926-06-20,M,Trujillo
93144117,Luis,Fuertes Benavent,1970-12-22,M,Chiclayo
21061565,Amarilis,Soto Aguilar,2009-03-15,F,Arequipa
36919321,Nadia,Bonet Marín,1982-10-09,F,Puno
66085073,Emiliana,Dalmau Reyes,1956-06-17,F,Lima
57998106,Eleuterio,Olivares Pozo,1931-10-08,M,Arequipa
87357406,Encarna,Ayllón Esteve,1983-11-05,F,Trujillo
32202844,Octavio,Esparza Expósito,1969-02-14,M,Huancayo
28015222,Luis Miguel,Osorio Mancebo,2011-02-01,M,Arequipa
62285601,Gabriela,Llobet Colom,1939-03-13,F,Trujillo
60191651,Virginia,Cañas Rodrigo,1965-03-08,F,Puno
82727396,Melchor,Luz Aragonés,1931-01-18,M,Huancayo
02701114,Teodora,Anaya Leal,1986-09-29,F,Piura
80667772,Edelmiro,Pastor Batalla,2013-04-26,M,Iquitos
47192624,Melchor,Milla Badía,1968-04-12,M,Iquitos
23667265,Cayetana,Briones Ochoa,2007-12-14,F,Iquitos
21747061,Carlos,Cobo Jordá,2001-06-16,M,Puno
15450053,Marcela,Rebollo Coello,1942-02-21,F,Huancayo
71882636,Alexandra,Tovar Buendía,2020-10-06,F,Tacna
87457886,Edmundo,Heras Cardona,2026-06-15,M,Cusco
70785637,Ezequiel,Cuervo Narváez,1997-02-26,M,Arequipa
83544769,Mario,Ruiz Viña,2020-03-04,M,Lima
28739537,Gisela,Acedo Segovia,2018-01-16,F,Puno
48207817,Maximiano,Tenorio Balaguer,1954-11-18,M,Piura
28939980,Felisa,Peñas Bárcena,1977-01-31,F,Cusco
31541186,Brígida,Barragán Bernat,2013-11-26,F,Huancayo
11137022,Jenaro,Garriga Suárez,1953-06-10,M,Lima
68449654,Fito,Estévez López,1938-10-31,M,Lima
57306617,Fito,Ballesteros Somoza,1935-08-31,M,Arequipa
64262446,Amílcar,Fuster Guerra,1946-09-30,M,Iquitos
32746686,Marcos,Coll Cáceres,1943-05-08,M,Iquitos
57142571,Erasmo,Benavent Cózar,1978-04-27,M,Chiclayo
38318808,Humberto,Niño Chaparro,1974-06-24,M,Iquitos
27714169,Berta,Monreal Fabregat,2022-11-20,F,Arequipa
74607684,Tamara,Cortes Castell,2020-12-12,F,Tacna
29989407,Primitivo,Campo Jerez,1943-01-03,M,Arequipa
58366602,Leonor,Bernat Sola,2000-08-28,F,Puno
47436779,Irene,Tirado Martinez,1985-06-04,F,Piura
99580955,Julio,Ledesma Acosta,1942-04-06,M,Lima
49449278,Ximena,Aller Pont,2015-03-27,F,Piura
01698852,Abigaíl,Portillo Pina,1952-07-18,F,Huancayo
82955992,Nereida,Blasco Prieto,1962-09-01,F,Puno
59179701,Lourdes,González Cáceres,2018-04-14,F,Tacna
21102514,Pedro,Cobo Ferreras,2014-06-30,M,Cusco
57406618,Gaspar,Pardo Amaya,1955-06-06,M,Piura
40034257,León,Sainz Sacristán,1998-11-26,M,Chiclayo
02145686,Evangelina,Barrio Canals,1981-11-18,F,Huancayo
06457700,Primitiva,Andreu Luján,1949-09-15,F,Tacna
35936775,Zacarías,Barros Rey,2003-11-10,M,Chiclayo
39097408,Wálter,Zorrilla Cerdá,1976-01-19,M,Tacna
30032047,Fermín,Uriarte Jódar,1966-04-19,M,Chiclayo
63701362,Jesusa,Pizarro Rincón,1932-06-02,F,Puno
24689956,Dorotea,Berrocal Mancebo,1951-01-07,F,Iquitos
84644362,María Teresa,Peñas Pinilla,1962-08-14,F,Puno
62173987,Magdalena,Varela Roma,2018-02-06,F,Tacna
02547952,Silvio,Falcó Toledo,1934-05-07,M,Piura
92329471,Aurelia,Campo Amorós,1964-02-22,F,Iquitos
07246102,Serafina,Aragón Colom,1928-07-25,F,Puno
55462143,José,Donoso Lladó,1993-10-27,M,Piura
34244734,Reyna,Toledo Tomas,1931-01-17,F,Puno
81786599,Fernando,Camps Gonzalez,2001-07-08,M,Piura
55955471,Jose Carlos,Lastra Rovira,1982-10-17,M,Iquitos
85004596,Filomena,Sanabria Chacón,1932-07-26,F,Chiclayo
24893971,Cebrián,Torrens Jordá,1966-12-29,M,Trujillo
40740556,Berta,Garzón Cámara,1965-08-20,F,Chiclayo
22115050,Tomasa,Pla Puente,2004-03-12,F,Huancayo
54200140,María Jesús,Cañizares Pardo,1978-03-07,F,Piura
86358519,Rico,Marti Fuster,1999-08-05,M,Trujillo
44527635,Rosendo,Quiroga Amador,1934-01-28,M,Puno
99616791,Humberto,Ribera Figueroa,1957-05-04,M,Chiclayo
36352420,Jose Ignacio,Sotelo Alegria,1992-12-04,M,Puno
96006827,Silvia,Alvarez Samper,2025-01-14,F,Iquitos
83170247,Micaela,Reyes Ricart,1959-02-09,F,Arequipa
33605246,Isidora,Elías Almansa,1961-04-05,F,Chiclayo
56301837,Aureliano,Vilaplana Gisbert,1971-07-31,M,Puno
17960282,José Mari,Vélez Escudero,1989-12-06,M,Iquitos
52972047,Angelina,Mascaró Molins,2010-05-17,F,Chiclayo
76259996,Albino,Cámara Fajardo,1936-02-06,M,Iquitos
24297451,Imelda,Alemán Coello,1942-07-18,F,Tacna
04982733,Ramona,Pombo Martínez,2018-04-03,F,Lima
42488274,Flavia,Paredes Torrecilla,1926-12-12,F,Iquitos
64732518,Nicodemo,Valero Carmona,1964-09-04,M,Lima
17408634,Rodrigo,Millán Andreu,2024-09-21,M,Iquitos
96332870,Jacinta,Palacios Casas,1993-07-18,F,Chiclayo
75194380,Maribel,Bayo Arribas,1976-07-03,F,Trujillo
86384514,Pastor,Nebot Arroyo,1949-09-20,M,Piura
54247915,Gustavo,Viña Puig,1949-12-18,M,Tacna
99959647,Espiridión,Román Alcalde,1967-08-07,M,Arequipa
39552778,Maite,Hurtado Alberola,1999-03-04,F,Iquitos
75169050,Cosme,Fernandez Sanz,2016-06-07,M,Cusco
76802349,Goyo,Jaume Valdés,2017-09-20,M,Puno
50870633,Hugo,Quirós Benitez,2012-05-30,M,Cusco
69376857,Loreto,Oliveras Barreda,1974-07-08,F,Cusco
54479822,Anacleto,Frías Niño,1941-11-05,M,Puno
60183841,Casandra,Garzón Donoso,1952-01-18,F,Puno
41790726,Áurea,Recio Espejo,1945-11-22,F,Tacna
88582476,Teodora,Alcántara Benavente,1999-05-30,F,Huancayo
09919611,Adelardo,Bermúdez Estrada,1991-08-31,M,Piura
59926854,Nazario,Alvarez Perez,2022-02-08,M,Trujillo
86910940,Azahara,Cabo Arenas,1962-08-21,F,Lima
32989515,Jose Luis,Gimeno Calvet,2002-03-08,M,Puno
28252755,Amparo,Carrera Marí,1965-08-21,F,Cusco
19322720,Eugenia,Castell Marcos,1992-10-28,F,Piura
58583834,Porfirio,Vergara Zabaleta,1978-09-13,M,Piura
60802938,Pascuala,Tomas Alonso,1958-05-17,F,Lima
08447511,Mamen,Nevado Porras,1960-05-29,F,Tacna
31569786,Marcio,Olivera Solís,1958-01-04,M,Arequipa
84019581,Obdulia,Terrón Bosch,1926-09-14,F,Chiclayo
02584383,Chuy,Luz Lillo,1975-10-02,M,Huancayo
29681456,Lázaro,Gilabert Ayllón,1930-10-12,M,Huancayo
87591376,Benito,Montalbán Lozano,1967-04-05,M,Puno
06902846,Íñigo,Nevado Cañizares,1949-04-25,M,Tacna
52703287,Soledad,Coello Tur,1938-04-03,F,Chiclayo
68627585,Raquel,Grande Peña,1990-03-07,F,Tacna
27333602,Verónica,Tur Sánchez,1987-05-25,F,Lima
95814167,Dorotea,Verdú Fuente,1941-11-12,F,Trujillo
58540500,Jose Ignacio,Amador Cantón,2013-07-15,M,Cusco
26972090,Jose Miguel,Aliaga Ochoa,1938-09-02,M,Arequipa
02281662,Silvia,Galván Fábregas,1990-01-04,F,Cusco
74448004,Alfredo,León Puga,2017-07-28,M,Arequipa
81675718,Alberto,Vall Carretero,1973-10-13,M,Arequipa
65443964,Rolando,Ibañez Lasa,2012-12-18,M,Puno
32583455,Marciano,Escrivá Aramburu,2015-10-05,M,Chiclayo
51629360,Carlito,Soto Nogueira,1957-07-30,M,Tacna
12517376,Perla,Anaya Bermúdez,1962-09-06,F,Chiclayo
94732055,Manu,Roda Mas,1961-05-29,M,Tacna
47434700,Áurea,Téllez Vaquero,2015-05-19,F,Puno
42757748,Fulgencio,Bustos Ugarte,1957-12-05,M,Puno
23682156,Ángela,Cobos Molina,2016-03-08,F,Lima
40788836,Ángeles,Tena Duque,2026-04-09,F,Iquitos
69947629,Ángel,Martorell Guerrero,1941-11-15,M,Chiclayo
23351586,Lina,Criado Sanchez,1980-09-25,F,Trujillo
79035277,Susanita,Borja Tur,1971-01-18,F,Puno
54318354,Lupe,Solano Sáez,1975-08-28,M,Chiclayo
65808034,Alexandra,Puga Sastre,1989-01-08,F,Tacna
65342172,Heriberto,Vergara Valcárcel,1979-06-23,M,Arequipa
52000175,Alexandra,Carrasco Morillo,2018-12-14,F,Piura
72931955,Marco,Cantero Gargallo,1973-03-09,M,Trujillo
49487448,Verónica,Goicoechea Roma,1985-02-06,F,Piura
40977869,Áurea,Hernandez Lladó,1929-09-01,F,Trujillo
39552441,Tiburcio,Solís Maldonado,1955-09-21,M,Huancayo
49222149,Macaria,Quiroga Rozas,1950-07-10,F,Lima
49760470,Mariana,Uría Gárate,1964-07-12,F,Tacna
38254294,Mayte,Castilla Peláez,2008-10-22,F,Iquitos
15801767,Nando,Colomer Marquez,1938-07-15,M,Huancayo
55803668,Ignacio,Rosa Figueras,2011-08-26,M,Piura
30629222,Emiliana,Crespo Sierra,1953-11-17,F,Lima
12838402,Luisa,Crespo Llano,1983-08-27,F,Lima
09208940,Manuel,Nicolau Frutos,1990-01-17,M,Iquitos
21203017,Herminia,Monreal Barrera,2002-10-10,F,Puno
94214887,Daniel,Donoso Canales,1969-02-17,M,Lima
27806522,Gertrudis,Llanos Gallo,1950-01-04,F,Trujillo
97159460,América,Peinado Serra,1960-11-02,F,Lima
88183215,Roberto,García Perez,2020-05-22,M,Tacna
33107943,Carlito,Pablo Herrero,1954-01-11,M,Chiclayo
68391562,Loreto,Pazos Ramírez,1937-12-14,M,Huancayo
40928257,Alfonso,Montserrat Villalba,1943-04-12,M,Trujillo
25955208,Apolinar,Ochoa Toledo,1956-06-05,M,Chiclayo
35011249,Ale,Cid Cadenas,1933-11-30,M,Tacna
96362437,Glauco,Catalán Monreal,1950-09-21,M,Lima
04283480,Nacho,Planas Fuentes,1966-01-25,M,Puno
82477800,Emperatriz,Llanos Saldaña,1932-07-23,F,Iquitos
70008282,Rosalinda,Galan Azorin,1950-04-25,F,Puno
06592528,Dionisia,Cid Recio,1966-02-11,F,Piura
87892975,Beatriz,Jaén Piñeiro,1948-03-08,F,Trujillo
76361918,Danilo,Lucena Fuster,1997-07-27,M,Trujillo
83022718,Chema,Sáenz Diego,2023-12-25,M,Iquitos
29718142,Javiera,Rodriguez Cal,1967-08-27,F,Cusco
98774745,Baltasar,Sabater Carvajal,1950-08-03,M,Puno
31853134,Rafaela,Cánovas Espada,2023-07-15,F,Tacna
85087280,Prudencia,Villena Peinado,1963-06-02,F,Tacna
72593127,Onofre,Carrera Valverde,1998-07-17,M,Trujillo
14384325,Plinio,Landa Manzano,1974-03-03,M,Tacna
59452131,Lupe,Segovia Mateo,1940-04-25,F,Cusco
33250780,Natalia,Nicolás Jimenez,1989-12-03,F,Piura
39442300,Felicia,Tejero Dalmau,2005-03-19,F,Iquitos
90755874,Jacobo,Porcel Martínez,2022-10-18,M,Piura
64424924,Nico,Carmona Antúnez,1992-12-15,M,Iquitos
28335907,Apolinar,Garriga Mínguez,1963-06-06,M,Arequipa
07434377,Fernanda,Goicoechea Galiano,1972-06-09,F,Huancayo
60666357,Jenny,Valera Ramirez,2015-03-21,F,Cusco
25650399,Lina,Balaguer Manzanares,1979-09-20,F,Iquitos
18620650,Leopoldo,Plana Noriega,1978-07-17,M,Tacna
73570939,Emilio,Mariscal Alcalá,1980-05-19,M,Puno
09837792,Tristán,Contreras Morell,1967-04-24,M,Chiclayo
57182064,Wálter,Borrell Roca,1949-03-19,M,Piura
66580612,Silvia,Arjona Vall,2008-05-04,F,Chiclayo
93425921,Estrella,Roda Terrón,1999-10-22,F,Tacna
32771481,Virgilio,Cánovas Ariza,1989-09-10,M,Cusco
67257065,Anna,Arévalo Almazán,2013-02-12,F,Iquitos
36346885,Gil,Ríos Ramos,2024-03-11,M,Lima
27530455,Dionisia,Alberdi Tenorio,1993-01-21,F,Puno
82592828,Fabiana,Rubio Alemany,1969-07-24,F,Huancayo
40520934,Gervasio,Arévalo Sanz,1927-09-08,M,Piura
18435382,Pastor,Salmerón Bertrán,1979-01-26,M,Chiclayo
66212947,Maximiano,Sainz Calvet,2012-04-12,M,Iquitos
74789833,Edmundo,Bou Carpio,2009-08-28,M,Chiclayo
31058995,Reyna,Cámara Carrera,2023-05-17,F,Cusco
76168602,Gervasio,Zurita Ortuño,1973-06-14,M,Piura
92953768,Julieta,Cal Soto,2012-04-01,F,Cusco
69415067,Gema,España Contreras,1997-04-21,F,Trujillo
85312047,Belén,Reyes Toro,1936-07-06,F,Lima
73408066,Cristian,Guillen Polo,2014-09-27,M,Lima
29131815,Leonel,Rueda Bonet,2011-06-17,M,Puno
78595149,Leandra,Trillo Agustí,1936-04-11,F,Piura
95263032,Félix,Durán Tejada,1941-04-28,M,Arequipa
50004909,Leoncio,Tolosa Miralles,1974-02-08,M,Piura
24939119,Isabel,Gilabert Gil,1989-02-12,F,Cusco
76792920,Manuela,Pazos Salazar,1931-08-20,F,Huancayo
68017627,Vicenta,Armengol Chamorro,1946-04-10,F,Lima
52883842,Valentín,Corral Luján,1963-01-26,M,Trujillo
63050133,Araceli,Franch Rebollo,1931-10-29,F,Cusco
21799075,Felipa,Piñol Clemente,1944-05-17,F,Cusco
58671202,Lucila,Rico Marin,1977-07-11,F,Cusco
44905641,Félix,Simó Losada,1940-01-09,M,Trujillo
30176973,Adelina,Benavent Cózar,1930-01-21,F,Arequipa
10364091,Evaristo,Tello Pou,1956-04-16,M,Arequipa
54598287,Albert,Capdevila Gil,2023-01-01,M,Piura
02137895,Marcelino,Vázquez Azorin,2001-04-09,M,Piura
61712409,Gema,Castañeda Tejera,1997-05-13,F,Huancayo
73681127,Gonzalo,Canet Manrique,1962-07-01,M,Cusco
34756780,Matilde,Ponce Figuerola,1946-09-27,F,Trujillo
82803591,Salomé,Morcillo Arenas,2021-06-16,F,Lima
32983195,Yéssica,Samper Piquer,1938-09-01,F,Huancayo
86288709,Narciso,Manso Mateos,1927-01-27,M,Puno
23136977,Casandra,Antón Alberdi,1994-03-08,F,Arequipa
72359297,Ignacia,Rojas Alfonso,1960-05-22,F,Huancayo
12567129,Rosario,Sala Milla,2001-05-01,M,Piura
13067220,Clímaco,Bermúdez Farré,1954-08-26,M,Tacna
95620390,Kike,Plana Suarez,2000-12-03,M,Lima
57734864,Benigna,Armengol Camino,1973-04-08,F,Cusco
08415312,Ildefonso,Franco Camps,2001-10-26,M,Huancayo
85720301,Venceslás,Piñeiro Barba,1945-03-02,M,Puno
95129403,Jose Antonio,Tapia Molina,1994-11-26,M,Piura
70096218,Merche,Pla Reig,1939-11-22,F,Arequipa
30262178,Gil,Zamorano Abascal,2010-04-08,M,Arequipa
93303788,Leocadio,Rojas Camacho,2007-01-01,M,Tacna
15957674,Esmeralda,Pastor Ruiz,1949-01-12,F,Puno
13760560,Feliciano,Alegre Toledo,1927-02-22,M,Cusco
58242662,Rosalía,Revilla Lillo,1972-08-28,F,Huancayo
86756608,Dorotea,Jove Vara,1977-03-08,F,Trujillo
12892312,Pilar,Crespo Feijoo,1984-08-05,F,Chiclayo
64045535,Jenny,Mir Beltran,1947-07-27,F,Piura
90040093,Amada,Bayo Domínguez,1951-12-30,F,Chiclayo
80513684,Ignacio,Bello Carrera,1975-01-23,M,Arequipa
23525564,Zoraida,Pascual Cid,2022-01-29,F,Trujillo
60664427,Amador,Alvarez Guillén,2010-08-18,M,Tacna
00810549,Gustavo,Rius Catalá,1977-07-21,M,Lima
94403163,Rufina,Riera Carro,2019-03-07,F,Lima
60885099,Lucas,Luís Duque,1985-08-29,M,Lima
33048359,Florina,Llopis Rovira,1964-05-01,F,Puno
01196420,Asdrubal,Lobato Montalbán,1947-01-20,M,Puno
11821897,Piedad,Manrique Lumbreras,1944-07-07,F,Trujillo
48710670,Ileana,Espejo Pina,1995-01-27,F,Lima
65153957,Ariadna,Galan Boix,1936-11-29,F,Iquitos
29043828,Heraclio,Tolosa Doménech,2011-08-02,M,Cusco
65618946,Omar,Figueroa Terrón,1933-12-04,M,Huancayo
49171333,Delfina,Miranda Tejero,1975-10-09,F,Cusco
06215168,Natividad,Ochoa Navarro,1975-02-07,F,Tacna
89922779,Víctor,Pablo Balaguer,1974-05-13,M,Puno
78351813,Adrián,Buendía Prado,1950-07-02,M,Tacna
70085455,Elena,Poza Tello,1963-06-23,F,Tacna
19011841,Carmela,Mínguez Mateos,1972-01-23,F,Piura
21825556,Enrique,Cepeda Guzman,1975-08-05,M,Piura
